Station ID;Distrito;Concelho;Freguesia;Latitude;Longitude;Potência Máxima Admissível (kW);Pontos de ligação para instalações de PCVE;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
PT-EVS14047;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;27.6;1;10;1001;100112
PT-EVS14946;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;120.0;1;10;1001;100112
PT-EVS15438;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;27.6;1;10;1001;100112
PT-EVS16296;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;27.6;1;10;1001;100112
PT-EVS18226;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;27.6;1;10;1001;100112
PT-EVS21725;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;6.9;1;10;1001;100112
PT-EVS22593;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;27.6;1;10;1001;100112
PT-EVS25890;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;120.0;1;10;1001;100112
PT-EVS25997;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;6.9;2;10;1001;100112
PT-EVS26995;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;6.9;2;10;1001;100112
PT-EVS27102;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;27.6;1;10;1001;100112
PT-EVS27785;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;6.9;4;10;1001;100112
PT-EVS29490;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;6.9;2;10;1001;100112
PT-EVS31063;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;6.9;2;10;1001;100112
PT-EVS33565;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;27.6;1;10;1001;100112
PT-EVS35523;Leiria;Alcobaça;São Martinho do Porto;39.5135311;-9.1335905;6.9;2;10;1001;100112
PT-EVS03989;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;199.0;1;10;1001;100108
PT-EVS04274;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;106.0;1;10;1001;100108
PT-EVS04925;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;106.0;1;10;1001;100108
PT-EVS05817;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;199.0;1;10;1001;100108
PT-EVS06336;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;199.0;1;10;1001;100108
PT-EVS07879;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;106.0;1;10;1001;100108
PT-EVS09038;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;106.0;1;10;1001;100108
PT-EVS09474;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;199.0;1;10;1001;100108
PT-EVS11060;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;199.0;1;10;1001;100108
PT-EVS11691;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;106.0;1;10;1001;100108
PT-EVS13644;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;199.0;1;10;1001;100108
PT-EVS16114;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;106.0;1;10;1001;100108
PT-EVS17073;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;199.0;1;10;1001;100108
PT-EVS17572;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;106.0;1;10;1001;100108
PT-EVS18914;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;199.0;1;10;1001;100108
PT-EVS18949;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;110.0;1;10;1001;100108
PT-EVS19847;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;106.0;1;10;1001;100108
PT-EVS20012;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;110.0;1;10;1001;100108
PT-EVS20139;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;199.0;1;10;1001;100108
PT-EVS22232;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;199.0;1;10;1001;100108
PT-EVS23034;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;106.0;1;10;1001;100108
PT-EVS24121;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;110.0;1;10;1001;100108
PT-EVS25392;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;106.0;1;10;1001;100108
PT-EVS29119;Leiria;Alcobaça;Évora de Alcobaça;39.5154196;-8.9731354;110.0;1;10;1001;100108
PT-EVS02778;Portalegre;Nisa;Espírito Santo, Nossa Senhora da Graça e São Simão;39.5172563;-7.6494639;41.4;1;12;1212;121212
PT-EVS14311;Portalegre;Nisa;Espírito Santo, Nossa Senhora da Graça e São Simão;39.5172563;-7.6494639;41.4;1;12;1212;121212
PT-EVS16113;Portalegre;Nisa;Espírito Santo, Nossa Senhora da Graça e São Simão;39.5172563;-7.6494639;41.4;1;12;1212;121212
PT-EVS17057;Portalegre;Nisa;Espírito Santo, Nossa Senhora da Graça e São Simão;39.5172563;-7.6494639;41.4;1;12;1212;121212
PT-EVS22296;Portalegre;Nisa;Espírito Santo, Nossa Senhora da Graça e São Simão;39.5172563;-7.6494639;41.4;1;12;1212;121212
PT-EVS24441;Portalegre;Nisa;Espírito Santo, Nossa Senhora da Graça e São Simão;39.5172563;-7.6494639;41.4;1;12;1212;121212
PT-EVS25745;Portalegre;Nisa;Espírito Santo, Nossa Senhora da Graça e São Simão;39.5172563;-7.6494639;41.4;1;12;1212;121212
PT-EVS29145;Portalegre;Nisa;Espírito Santo, Nossa Senhora da Graça e São Simão;39.5172563;-7.6494639;41.4;1;12;1212;121212
PT-EVS33659;Portalegre;Nisa;Espírito Santo, Nossa Senhora da Graça e São Simão;39.5172563;-7.6494639;41.4;1;12;1212;121212
PT-EVS35135;Portalegre;Nisa;Espírito Santo, Nossa Senhora da Graça e São Simão;39.5172563;-7.6494639;41.4;1;12;1212;121212
PT-EVS02906;Santarém;Tomar;Asseiceira;39.5249815;-8.4024886;6.9;1;14;1418;141802
PT-EVS08642;Santarém;Tomar;Asseiceira;39.5249815;-8.4024886;6.9;1;14;1418;141802
PT-EVS03274;Leiria;Nazaré;Famalicão;39.5368177;-9.0829919;41.4;1;10;1011;101101
PT-EVS03961;Leiria;Nazaré;Famalicão;39.5368177;-9.0829919;41.4;1;10;1011;101101
PT-EVS09561;Leiria;Nazaré;Famalicão;39.5368177;-9.0829919;41.4;1;10;1011;101101
PT-EVS15997;Leiria;Nazaré;Famalicão;39.5368177;-9.0829919;41.4;1;10;1011;101101
PT-EVS16769;Leiria;Nazaré;Famalicão;39.5368177;-9.0829919;41.4;1;10;1011;101101
PT-EVS22546;Leiria;Nazaré;Famalicão;39.5368177;-9.0829919;41.4;1;10;1011;101101
PT-EVS25901;Leiria;Nazaré;Famalicão;39.5368177;-9.0829919;41.4;1;10;1011;101101
PT-EVS28448;Leiria;Nazaré;Famalicão;39.5368177;-9.0829919;41.4;1;10;1011;101101
PT-EVS35842;Leiria;Nazaré;Famalicão;39.5368177;-9.0829919;41.4;1;10;1011;101101
PT-EVS01785;Leiria;Alcobaça;Cela;39.5398754;-9.0355054;200.0;1;10;1001;100106
PT-EVS02929;Leiria;Alcobaça;Cela;39.5398754;-9.0355054;200.0;1;10;1001;100106
PT-EVS08496;Leiria;Alcobaça;Cela;39.5398754;-9.0355054;200.0;1;10;1001;100106
PT-EVS08909;Leiria;Alcobaça;Cela;39.5398754;-9.0355054;200.0;1;10;1001;100106
PT-EVS15588;Leiria;Alcobaça;Cela;39.5398754;-9.0355054;200.0;1;10;1001;100106
PT-EVS20910;Leiria;Alcobaça;Cela;39.5398754;-9.0355054;200.0;1;10;1001;100106
PT-EVS21847;Leiria;Alcobaça;Cela;39.5398754;-9.0355054;200.0;1;10;1001;100106
PT-EVS24625;Leiria;Alcobaça;Cela;39.5398754;-9.0355054;200.0;1;10;1001;100106
PT-EVS31887;Leiria;Alcobaça;Cela;39.5398754;-9.0355054;200.0;1;10;1001;100106
PT-EVS34772;Leiria;Alcobaça;Cela;39.5398754;-9.0355054;200.0;1;10;1001;100106
PT-EVS01034;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;41.4;1;14;1417;141703
PT-EVS03804;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;41.4;1;14;1417;141703
PT-EVS05816;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;41.4;1;14;1417;141703
PT-EVS06702;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;100.0;1;14;1417;141703
PT-EVS09041;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;41.4;1;14;1417;141703
PT-EVS10761;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;100.0;1;14;1417;141703
PT-EVS10958;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;41.4;1;14;1417;141703
PT-EVS17802;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;41.4;1;14;1417;141703
PT-EVS19385;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;100.0;1;14;1417;141703
PT-EVS22175;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;41.4;1;14;1417;141703
PT-EVS24037;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;100.0;1;14;1417;141703
PT-EVS27173;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;41.4;1;14;1417;141703
PT-EVS28032;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;41.4;1;14;1417;141703
PT-EVS28322;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;100.0;1;14;1417;141703
PT-EVS30498;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;100.0;1;14;1417;141703
PT-EVS32295;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;100.0;1;14;1417;141703
PT-EVS32493;Santarém;Sardoal;Sardoal;39.5399244;-8.1545977;41.4;1;14;1417;141703
PT-EVS00465;Santarém;Mação;Mação, Penhascoso e Aboboreira;39.5406127;-7.9949974;41.4;1;14;1413;141309
PT-EVS05813;Santarém;Mação;Mação, Penhascoso e Aboboreira;39.5406127;-7.9949974;41.4;1;14;1413;141309
PT-EVS07891;Santarém;Mação;Mação, Penhascoso e Aboboreira;39.5406127;-7.9949974;41.4;1;14;1413;141309
PT-EVS14291;Santarém;Mação;Mação, Penhascoso e Aboboreira;39.5406127;-7.9949974;41.4;1;14;1413;141309
PT-EVS20560;Santarém;Mação;Mação, Penhascoso e Aboboreira;39.5406127;-7.9949974;41.4;1;14;1413;141309
PT-EVS21578;Santarém;Mação;Mação, Penhascoso e Aboboreira;39.5406127;-7.9949974;41.4;1;14;1413;141309
PT-EVS22288;Santarém;Mação;Mação, Penhascoso e Aboboreira;39.5406127;-7.9949974;41.4;1;14;1413;141309
PT-EVS25955;Santarém;Mação;Mação, Penhascoso e Aboboreira;39.5406127;-7.9949974;41.4;1;14;1413;141309
PT-EVS31539;Santarém;Mação;Mação, Penhascoso e Aboboreira;39.5406127;-7.9949974;41.4;1;14;1413;141309
PT-EVS32113;Santarém;Mação;Mação, Penhascoso e Aboboreira;39.5406127;-7.9949974;41.4;1;14;1413;141309
PT-EVS04704;Leiria;Porto de Mós;Mira de Aire;39.541847;-8.7146709;300.0;1;10;1016;101608
PT-EVS05550;Leiria;Porto de Mós;Mira de Aire;39.541847;-8.7146709;300.0;1;10;1016;101608
PT-EVS07563;Leiria;Porto de Mós;Mira de Aire;39.541847;-8.7146709;300.0;1;10;1016;101608
PT-EVS16383;Leiria;Porto de Mós;Mira de Aire;39.541847;-8.7146709;300.0;1;10;1016;101608
PT-EVS18016;Leiria;Porto de Mós;Mira de Aire;39.541847;-8.7146709;300.0;1;10;1016;101608
PT-EVS20397;Leiria;Porto de Mós;Mira de Aire;39.541847;-8.7146709;300.0;1;10;1016;101608
PT-EVS21388;Leiria;Porto de Mós;Mira de Aire;39.541847;-8.7146709;300.0;1;10;1016;101608
PT-EVS24957;Leiria;Porto de Mós;Mira de Aire;39.541847;-8.7146709;300.0;1;10;1016;101608
PT-EVS29443;Leiria;Porto de Mós;Mira de Aire;39.541847;-8.7146709;300.0;1;10;1016;101608
PT-EVS31002;Leiria;Porto de Mós;Mira de Aire;39.541847;-8.7146709;300.0;1;10;1016;101608
PT-EVS12092;Leiria;Alcobaça;Aljubarrota;39.5428862;-8.9195524;20.7;1;10;1001;100120
PT-EVS13397;Leiria;Alcobaça;Aljubarrota;39.5428862;-8.9195524;20.7;1;10;1001;100120
PT-EVS24647;Leiria;Alcobaça;Aljubarrota;39.5428862;-8.9195524;20.7;1;10;1001;100120
PT-EVS25872;Leiria;Alcobaça;Aljubarrota;39.5428862;-8.9195524;20.7;1;10;1001;100120
PT-EVS04939;Santarém;Abrantes;Aldeia do Mato e Souto;39.5447789;-8.2658858;41.4;1;14;1401;140121
PT-EVS06808;Santarém;Abrantes;Aldeia do Mato e Souto;39.5447789;-8.2658858;41.4;1;14;1401;140121
PT-EVS08336;Santarém;Abrantes;Aldeia do Mato e Souto;39.5447789;-8.2658858;41.4;1;14;1401;140121
PT-EVS11039;Santarém;Abrantes;Aldeia do Mato e Souto;39.5447789;-8.2658858;41.4;1;14;1401;140121
PT-EVS11767;Santarém;Abrantes;Aldeia do Mato e Souto;39.5447789;-8.2658858;41.4;1;14;1401;140121
PT-EVS19099;Santarém;Abrantes;Aldeia do Mato e Souto;39.5447789;-8.2658858;41.4;1;14;1401;140121
PT-EVS21315;Santarém;Abrantes;Aldeia do Mato e Souto;39.5447789;-8.2658858;41.4;1;14;1401;140121
PT-EVS24028;Santarém;Abrantes;Aldeia do Mato e Souto;39.5447789;-8.2658858;41.4;1;14;1401;140121
PT-EVS30331;Santarém;Abrantes;Aldeia do Mato e Souto;39.5447789;-8.2658858;41.4;1;14;1401;140121
PT-EVS00248;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;27.6;1;10;1001;100121
PT-EVS00475;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;41.4;1;10;1001;100121
PT-EVS00871;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;6.9;1;10;1001;100121
PT-EVS00972;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;1000.0;1;10;1001;100121
PT-EVS01401;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;104.0;1;10;1001;100121
PT-EVS02454;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;104.0;1;10;1001;100121
PT-EVS02679;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;199.0;3;10;1001;100121
PT-EVS03413;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;6.9;1;10;1001;100121
PT-EVS04079;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;104.0;1;10;1001;100121
PT-EVS04904;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;41.4;1;10;1001;100121
PT-EVS06329;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;104.0;1;10;1001;100121
PT-EVS06541;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;200.0;1;10;1001;100121
PT-EVS07767;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;200.0;1;10;1001;100121
PT-EVS09356;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;27.6;1;10;1001;100121
PT-EVS09621;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;200.0;1;10;1001;100121
PT-EVS11975;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;200.0;1;10;1001;100121
PT-EVS12450;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;6.9;1;10;1001;100121
PT-EVS12717;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;1000.0;1;10;1001;100121
PT-EVS12825;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;27.6;1;10;1001;100121
PT-EVS13058;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;104.0;1;10;1001;100121
PT-EVS14648;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;6.9;1;10;1001;100121
PT-EVS14802;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;199.0;2;10;1001;100121
PT-EVS15376;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;6.9;1;10;1001;100121
PT-EVS16232;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;104.0;1;10;1001;100121
PT-EVS16665;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;1000.0;1;10;1001;100121
PT-EVS16768;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;41.4;1;10;1001;100121
PT-EVS16996;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;104.0;1;10;1001;100121
PT-EVS18137;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;199.0;3;10;1001;100121
PT-EVS19255;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;41.4;1;10;1001;100121
PT-EVS19449;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;1000.0;1;10;1001;100121
PT-EVS20211;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;41.4;1;10;1001;100121
PT-EVS20256;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;6.9;1;10;1001;100121
PT-EVS21182;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;199.0;1;10;1001;100121
PT-EVS21189;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;41.4;1;10;1001;100121
PT-EVS22224;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;104.0;1;10;1001;100121
PT-EVS23786;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;1000.0;1;10;1001;100121
PT-EVS25937;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;200.0;1;10;1001;100121
PT-EVS25970;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;27.6;1;10;1001;100121
PT-EVS27317;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;27.6;1;10;1001;100121
PT-EVS28150;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;199.0;3;10;1001;100121
PT-EVS29256;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;41.4;1;10;1001;100121
PT-EVS29947;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;41.4;1;10;1001;100121
PT-EVS30185;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;1000.0;1;10;1001;100121
PT-EVS30188;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;104.0;1;10;1001;100121
PT-EVS31293;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;199.0;2;10;1001;100121
PT-EVS31576;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;41.4;1;10;1001;100121
PT-EVS31671;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;1000.0;1;10;1001;100121
PT-EVS32512;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;199.0;2;10;1001;100121
PT-EVS33357;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;1000.0;1;10;1001;100121
PT-EVS35166;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;41.4;1;10;1001;100121
PT-EVS35672;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;199.0;2;10;1001;100121
PT-EVS35812;Leiria;Alcobaça;Alcobaça e Vestiaria;39.5571579;-8.995753;6.9;1;10;1001;100121
PT-EVS00700;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;100.0;1;10;1016;101615
PT-EVS03190;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;60.0;1;10;1016;101615
PT-EVS05519;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;100.0;1;10;1016;101615
PT-EVS12712;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;100.0;1;10;1016;101615
PT-EVS12875;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;60.0;1;10;1016;101615
PT-EVS13947;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;100.0;1;10;1016;101615
PT-EVS15520;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;100.0;1;10;1016;101615
PT-EVS18450;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;60.0;1;10;1016;101615
PT-EVS20529;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;100.0;1;10;1016;101615
PT-EVS20644;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;100.0;1;10;1016;101615
PT-EVS24994;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;100.0;1;10;1016;101615
PT-EVS32833;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;100.0;1;10;1016;101615
PT-EVS34091;Leiria;Porto de Mós;Alvados e Alcaria;39.5594579;-8.7689302;100.0;1;10;1016;101615
PT-EVS08312;Leiria;Alcobaça;Bárrio;39.5623799;-9.0193643;10.35;1;10;1001;100104
PT-EVS12133;Leiria;Alcobaça;Bárrio;39.5623799;-9.0193643;10.35;1;10;1001;100104
PT-EVS18920;Leiria;Alcobaça;Bárrio;39.5623799;-9.0193643;10.35;1;10;1001;100104
PT-EVS02087;Leiria;Alcobaça;Maiorga;39.5789592;-8.9802831;6.9;1;10;1001;100109
PT-EVS07250;Leiria;Alcobaça;Maiorga;39.5789592;-8.9802831;6.9;1;10;1001;100109
PT-EVS20367;Leiria;Alcobaça;Maiorga;39.5789592;-8.9802831;6.9;1;10;1001;100109
PT-EVS23458;Leiria;Alcobaça;Maiorga;39.5789592;-8.9802831;6.9;1;10;1001;100109
PT-EVS03983;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;50.0;2;10;1011;101103
PT-EVS05942;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;50.0;2;10;1011;101103
PT-EVS09556;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;50.0;2;10;1011;101103
PT-EVS11317;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;20.7;1;10;1011;101103
PT-EVS13312;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;50.0;2;10;1011;101103
PT-EVS14200;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;20.7;1;10;1011;101103
PT-EVS17697;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;20.7;1;10;1011;101103
PT-EVS20833;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;20.7;1;10;1011;101103
PT-EVS25418;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;50.0;2;10;1011;101103
PT-EVS25558;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;20.7;1;10;1011;101103
PT-EVS26399;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;50.0;2;10;1011;101103
PT-EVS27589;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;20.7;1;10;1011;101103
PT-EVS28852;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;20.7;1;10;1011;101103
PT-EVS30934;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;20.7;1;10;1011;101103
PT-EVS31422;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;50.0;2;10;1011;101103
PT-EVS32288;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;50.0;2;10;1011;101103
PT-EVS34457;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;50.0;2;10;1011;101103
PT-EVS35807;Leiria;Nazaré;Valado dos Frades;39.5856715;-9.0222757;50.0;2;10;1011;101103
PT-EVS05115;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;41.4;1;14;1418;141820
PT-EVS06914;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;20.7;1;14;1418;141820
PT-EVS13478;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;20.7;1;14;1418;141820
PT-EVS14774;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;20.7;1;14;1418;141820
PT-EVS16264;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;20.7;1;14;1418;141820
PT-EVS16696;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;20.7;1;14;1418;141820
PT-EVS20416;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;41.4;1;14;1418;141820
PT-EVS21219;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;20.7;1;14;1418;141820
PT-EVS23588;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;20.7;1;14;1418;141820
PT-EVS25094;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;41.4;1;14;1418;141820
PT-EVS25539;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;20.7;1;14;1418;141820
PT-EVS28094;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;41.4;1;14;1418;141820
PT-EVS30418;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;41.4;1;14;1418;141820
PT-EVS31674;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;41.4;1;14;1418;141820
PT-EVS32423;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;41.4;1;14;1418;141820
PT-EVS33532;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;41.4;1;14;1418;141820
PT-EVS34613;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;20.7;1;14;1418;141820
PT-EVS35238;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;20.7;1;14;1418;141820
PT-EVS35883;Santarém;Tomar;Serra e Junceira;39.5885002;-8.2931497;41.4;1;14;1418;141820
PT-EVS12725;Leiria;Porto de Mós;Pedreiras;39.5901401;-8.8629768;6.9;1;10;1016;101609
PT-EVS19555;Leiria;Porto de Mós;Pedreiras;39.5901401;-8.8629768;6.9;1;10;1016;101609
PT-EVS12821;Santarém;Abrantes;Fontes;39.6030442;-8.2253473;6.9;1;14;1401;140118
PT-EVS27183;Santarém;Abrantes;Fontes;39.6030442;-8.2253473;6.9;1;14;1401;140118
PT-EVS00271;Santarém;Tomar;São João Baptista e Santa Maria dos Olivais;39.6038252;-8.41317;630.0;1;14;1418;141821
PT-EVS00681;Santarém;Tomar;São João Baptista e Santa Maria dos Olivais;39.6038252;-8.41317;300.0;1;14;1418;141821
PT-EVS00858;Santarém;Tomar;São João Baptista e Santa Maria dos Olivais;39.6038252;-8.41317;250.0;1;14;1418;141821
