Station ID;Distrito;Concelho;Freguesia;Latitude;Longitude;Potência Máxima Admissível (kW);Pontos de ligação para instalações de PCVE;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
PT-EVS00351;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;41.4;1;8;815;81504
PT-EVS01200;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;41.4;1;8;815;81504
PT-EVS03176;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;41.4;1;8;815;81504
PT-EVS05555;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;41.4;1;8;815;81504
PT-EVS07244;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;250.0;2;8;815;81504
PT-EVS07668;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;41.4;1;8;815;81504
PT-EVS09291;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;41.4;1;8;815;81504
PT-EVS10990;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;41.4;1;8;815;81504
PT-EVS11176;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;41.4;1;8;815;81504
PT-EVS11624;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;250.0;1;8;815;81504
PT-EVS11891;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;315.0;1;8;815;81504
PT-EVS12107;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;315.0;1;8;815;81504
PT-EVS14416;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;315.0;1;8;815;81504
PT-EVS15814;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;250.0;1;8;815;81504
PT-EVS17323;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;250.0;2;8;815;81504
PT-EVS18293;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;250.0;2;8;815;81504
PT-EVS20865;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;315.0;1;8;815;81504
PT-EVS21774;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;41.4;1;8;815;81504
PT-EVS24472;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;315.0;1;8;815;81504
PT-EVS25465;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;315.0;1;8;815;81504
PT-EVS26676;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;250.0;2;8;815;81504
PT-EVS28976;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;315.0;1;8;815;81504
PT-EVS29631;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;250.0;2;8;815;81504
PT-EVS30965;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;315.0;1;8;815;81504
PT-EVS33140;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;41.4;1;8;815;81504
PT-EVS33315;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;250.0;1;8;815;81504
PT-EVS34500;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;250.0;1;8;815;81504
PT-EVS34591;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;315.0;1;8;815;81504
PT-EVS34964;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;250.0;1;8;815;81504
PT-EVS35284;Faro;Vila do Bispo;Sagres;37.0078288;-8.941924;315.0;1;8;815;81504
PT-EVS00004;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;150.0;1;8;805;80508
PT-EVS00030;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;630.0;3;8;805;80508
PT-EVS00238;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;104.0;1;8;805;80508
PT-EVS00582;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;200.0;2;8;805;80508
PT-EVS01471;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;160.0;1;8;805;80508
PT-EVS01529;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;104.0;1;8;805;80508
PT-EVS01696;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;1200.0;1;8;805;80508
PT-EVS01810;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;6.9;1;8;805;80508
PT-EVS02180;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;315.0;1;8;805;80508
PT-EVS03180;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;300.0;1;8;805;80508
PT-EVS03516;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;200.0;1;8;805;80508
PT-EVS04152;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;250.0;1;8;805;80508
PT-EVS04173;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;630.0;2;8;805;80508
PT-EVS04330;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;315.0;1;8;805;80508
PT-EVS04715;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;315.0;1;8;805;80508
PT-EVS04940;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;630.0;2;8;805;80508
PT-EVS05082;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;345.0;1;8;805;80508
PT-EVS05194;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;200.0;1;8;805;80508
PT-EVS05516;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;400.0;1;8;805;80508
PT-EVS05658;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;630.0;2;8;805;80508
PT-EVS05740;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;1200.0;1;8;805;80508
PT-EVS05902;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;20.7;6;8;805;80508
PT-EVS06202;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;160.0;1;8;805;80508
PT-EVS06864;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;180.0;1;8;805;80508
PT-EVS07386;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;200.0;2;8;805;80508
PT-EVS08321;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;160.0;1;8;805;80508
PT-EVS08360;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;1200.0;1;8;805;80508
PT-EVS08363;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;150.0;1;8;805;80508
PT-EVS08494;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;6.9;2;8;805;80508
PT-EVS08612;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;79.5;1;8;805;80508
PT-EVS08643;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;13.8;1;8;805;80508
PT-EVS09049;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;200.0;2;8;805;80508
PT-EVS09659;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;1200.0;1;8;805;80508
PT-EVS09785;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;630.0;2;8;805;80508
PT-EVS09979;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;20.7;6;8;805;80508
PT-EVS10187;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;400.0;1;8;805;80508
PT-EVS10577;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;104.0;1;8;805;80508
PT-EVS10738;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;250.0;1;8;805;80508
PT-EVS10751;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;1200.0;1;8;805;80508
PT-EVS11213;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;400.0;1;8;805;80508
PT-EVS11477;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;250.0;1;8;805;80508
PT-EVS11569;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;630.0;2;8;805;80508
PT-EVS11643;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;300.0;1;8;805;80508
PT-EVS12169;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;150.0;1;8;805;80508
PT-EVS12210;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;41.4;1;8;805;80508
PT-EVS12664;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;250.0;2;8;805;80508
PT-EVS13253;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;500.0;1;8;805;80508
PT-EVS13317;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;104.0;1;8;805;80508
PT-EVS14063;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;400.0;1;8;805;80508
PT-EVS14067;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;315.0;1;8;805;80508
PT-EVS14397;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;20.7;12;8;805;80508
PT-EVS14654;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;41.4;1;8;805;80508
PT-EVS14920;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;104.0;1;8;805;80508
PT-EVS15021;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;300.0;1;8;805;80508
PT-EVS15030;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;250.0;1;8;805;80508
PT-EVS15625;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;41.4;1;8;805;80508
PT-EVS15844;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;345.0;1;8;805;80508
PT-EVS15871;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;630.0;2;8;805;80508
PT-EVS16771;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;1200.0;1;8;805;80508
PT-EVS16793;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;104.0;1;8;805;80508
PT-EVS17111;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;20.7;6;8;805;80508
PT-EVS17143;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;200.0;1;8;805;80508
PT-EVS17283;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;20.7;14;8;805;80508
PT-EVS17297;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;180.0;1;8;805;80508
PT-EVS17312;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;1200.0;1;8;805;80508
PT-EVS17338;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;345.0;1;8;805;80508
PT-EVS17464;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;6.9;1;8;805;80508
PT-EVS17551;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;315.0;1;8;805;80508
PT-EVS18065;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;20.7;14;8;805;80508
PT-EVS18151;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;300.0;1;8;805;80508
PT-EVS18612;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;500.0;1;8;805;80508
PT-EVS19042;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;150.0;1;8;805;80508
PT-EVS19367;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;400.0;1;8;805;80508
PT-EVS19388;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;41.4;1;8;805;80508
PT-EVS19499;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;630.0;4;8;805;80508
PT-EVS19560;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;250.0;2;8;805;80508
PT-EVS19975;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;315.0;1;8;805;80508
PT-EVS20055;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;500.0;1;8;805;80508
PT-EVS20185;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;6.9;1;8;805;80508
PT-EVS20309;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;13.8;1;8;805;80508
PT-EVS21253;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;1200.0;1;8;805;80508
PT-EVS21492;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;400.0;1;8;805;80508
PT-EVS22285;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;1200.0;1;8;805;80508
PT-EVS22352;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;250.0;1;8;805;80508
PT-EVS22537;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;20.7;6;8;805;80508
PT-EVS22557;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;400.0;1;8;805;80508
PT-EVS22925;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;104.0;1;8;805;80508
PT-EVS22980;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;250.0;1;8;805;80508
PT-EVS23989;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;300.0;1;8;805;80508
PT-EVS24099;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;250.0;1;8;805;80508
PT-EVS24203;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;41.4;1;8;805;80508
PT-EVS24715;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;400.0;1;8;805;80508
PT-EVS24922;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;200.0;2;8;805;80508
PT-EVS25061;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;630.0;4;8;805;80508
PT-EVS25107;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;250.0;2;8;805;80508
PT-EVS25941;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;13.8;1;8;805;80508
PT-EVS25942;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;79.5;1;8;805;80508
PT-EVS25984;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;180.0;1;8;805;80508
PT-EVS26210;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;20.7;14;8;805;80508
PT-EVS27018;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;79.5;1;8;805;80508
PT-EVS27030;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;400.0;1;8;805;80508
PT-EVS27290;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;200.0;2;8;805;80508
PT-EVS27498;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;160.0;1;8;805;80508
PT-EVS27675;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;1200.0;1;8;805;80508
PT-EVS27705;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;104.0;1;8;805;80508
PT-EVS27849;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;20.7;15;8;805;80508
PT-EVS27895;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;400.0;1;8;805;80508
PT-EVS28016;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;300.0;1;8;805;80508
PT-EVS28040;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;630.0;4;8;805;80508
PT-EVS28894;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;41.4;1;8;805;80508
PT-EVS29084;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;180.0;1;8;805;80508
PT-EVS29262;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;315.0;1;8;805;80508
PT-EVS30002;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;6.9;1;8;805;80508
PT-EVS30268;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;345.0;1;8;805;80508
PT-EVS30581;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;315.0;1;8;805;80508
PT-EVS30605;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;200.0;1;8;805;80508
PT-EVS31690;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;300.0;1;8;805;80508
PT-EVS32108;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;345.0;1;8;805;80508
PT-EVS32750;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;315.0;1;8;805;80508
PT-EVS33015;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;20.7;6;8;805;80508
PT-EVS33428;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;104.0;1;8;805;80508
PT-EVS33454;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;345.0;1;8;805;80508
PT-EVS34446;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;104.0;1;8;805;80508
PT-EVS34923;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;315.0;1;8;805;80508
PT-EVS35077;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;345.0;1;8;805;80508
PT-EVS35220;Faro;Faro;Faro (Sé e São Pedro);37.0209569;-7.9196714;200.0;1;8;805;80508
PT-EVS00059;Faro;Faro;Montenegro;37.0302757;-7.9633071;20.7;4;8;805;80506
PT-EVS01408;Faro;Faro;Montenegro;37.0302757;-7.9633071;400.0;1;8;805;80506
PT-EVS01779;Faro;Faro;Montenegro;37.0302757;-7.9633071;300.0;1;8;805;80506
PT-EVS02835;Faro;Faro;Montenegro;37.0302757;-7.9633071;300.0;1;8;805;80506
PT-EVS03095;Faro;Faro;Montenegro;37.0302757;-7.9633071;10.35;3;8;805;80506
PT-EVS03437;Faro;Faro;Montenegro;37.0302757;-7.9633071;13.8;1;8;805;80506
PT-EVS03483;Faro;Faro;Montenegro;37.0302757;-7.9633071;110.4;1;8;805;80506
PT-EVS03652;Faro;Faro;Montenegro;37.0302757;-7.9633071;300.0;1;8;805;80506
PT-EVS03736;Faro;Faro;Montenegro;37.0302757;-7.9633071;13.8;1;8;805;80506
PT-EVS04469;Faro;Faro;Montenegro;37.0302757;-7.9633071;300.0;1;8;805;80506
PT-EVS04874;Faro;Faro;Montenegro;37.0302757;-7.9633071;75.0;1;8;805;80506
PT-EVS07941;Faro;Faro;Montenegro;37.0302757;-7.9633071;400.0;1;8;805;80506
PT-EVS08414;Faro;Faro;Montenegro;37.0302757;-7.9633071;300.0;1;8;805;80506
PT-EVS09017;Faro;Faro;Montenegro;37.0302757;-7.9633071;300.0;1;8;805;80506
PT-EVS09060;Faro;Faro;Montenegro;37.0302757;-7.9633071;75.0;1;8;805;80506
PT-EVS10082;Faro;Faro;Montenegro;37.0302757;-7.9633071;10.35;2;8;805;80506
PT-EVS10253;Faro;Faro;Montenegro;37.0302757;-7.9633071;110.4;1;8;805;80506
PT-EVS10295;Faro;Faro;Montenegro;37.0302757;-7.9633071;20.7;2;8;805;80506
PT-EVS10963;Faro;Faro;Montenegro;37.0302757;-7.9633071;75.0;1;8;805;80506
PT-EVS11094;Faro;Faro;Montenegro;37.0302757;-7.9633071;400.0;1;8;805;80506
PT-EVS11130;Faro;Faro;Montenegro;37.0302757;-7.9633071;20.7;2;8;805;80506
PT-EVS11520;Faro;Faro;Montenegro;37.0302757;-7.9633071;6.9;1;8;805;80506
PT-EVS12784;Faro;Faro;Montenegro;37.0302757;-7.9633071;20.7;4;8;805;80506
PT-EVS13832;Faro;Faro;Montenegro;37.0302757;-7.9633071;110.4;1;8;805;80506
PT-EVS13988;Faro;Faro;Montenegro;37.0302757;-7.9633071;800.0;1;8;805;80506
PT-EVS14461;Faro;Faro;Montenegro;37.0302757;-7.9633071;20.7;4;8;805;80506
PT-EVS14583;Faro;Faro;Montenegro;37.0302757;-7.9633071;13.8;1;8;805;80506
PT-EVS15454;Faro;Faro;Montenegro;37.0302757;-7.9633071;300.0;1;8;805;80506
PT-EVS17840;Faro;Faro;Montenegro;37.0302757;-7.9633071;75.0;1;8;805;80506
PT-EVS18231;Faro;Faro;Montenegro;37.0302757;-7.9633071;13.8;1;8;805;80506
PT-EVS18451;Faro;Faro;Montenegro;37.0302757;-7.9633071;20.7;4;8;805;80506
PT-EVS18605;Faro;Faro;Montenegro;37.0302757;-7.9633071;75.0;1;8;805;80506
PT-EVS18952;Faro;Faro;Montenegro;37.0302757;-7.9633071;150.0;1;8;805;80506
PT-EVS19498;Faro;Faro;Montenegro;37.0302757;-7.9633071;6.9;2;8;805;80506
PT-EVS19684;Faro;Faro;Montenegro;37.0302757;-7.9633071;400.0;1;8;805;80506
PT-EVS19949;Faro;Faro;Montenegro;37.0302757;-7.9633071;800.0;1;8;805;80506
PT-EVS19979;Faro;Faro;Montenegro;37.0302757;-7.9633071;110.4;1;8;805;80506
PT-EVS20263;Faro;Faro;Montenegro;37.0302757;-7.9633071;27.6;1;8;805;80506
PT-EVS20920;Faro;Faro;Montenegro;37.0302757;-7.9633071;20.7;1;8;805;80506
PT-EVS21164;Faro;Faro;Montenegro;37.0302757;-7.9633071;75.0;1;8;805;80506
PT-EVS21727;Faro;Faro;Montenegro;37.0302757;-7.9633071;13.8;1;8;805;80506
PT-EVS21870;Faro;Faro;Montenegro;37.0302757;-7.9633071;110.4;1;8;805;80506
PT-EVS21924;Faro;Faro;Montenegro;37.0302757;-7.9633071;400.0;1;8;805;80506
PT-EVS22748;Faro;Faro;Montenegro;37.0302757;-7.9633071;400.0;1;8;805;80506
PT-EVS22783;Faro;Faro;Montenegro;37.0302757;-7.9633071;300.0;1;8;805;80506
PT-EVS23087;Faro;Faro;Montenegro;37.0302757;-7.9633071;75.0;1;8;805;80506
PT-EVS23159;Faro;Faro;Montenegro;37.0302757;-7.9633071;20.7;1;8;805;80506
PT-EVS23513;Faro;Faro;Montenegro;37.0302757;-7.9633071;10.35;3;8;805;80506
PT-EVS23809;Faro;Faro;Montenegro;37.0302757;-7.9633071;13.8;1;8;805;80506
PT-EVS23838;Faro;Faro;Montenegro;37.0302757;-7.9633071;6.9;2;8;805;80506
PT-EVS24237;Faro;Faro;Montenegro;37.0302757;-7.9633071;400.0;1;8;805;80506
PT-EVS24495;Faro;Faro;Montenegro;37.0302757;-7.9633071;800.0;1;8;805;80506
PT-EVS24597;Faro;Faro;Montenegro;37.0302757;-7.9633071;300.0;1;8;805;80506
PT-EVS24609;Faro;Faro;Montenegro;37.0302757;-7.9633071;110.4;1;8;805;80506
PT-EVS24873;Faro;Faro;Montenegro;37.0302757;-7.9633071;10.35;3;8;805;80506
PT-EVS25226;Faro;Faro;Montenegro;37.0302757;-7.9633071;6.9;2;8;805;80506
PT-EVS25463;Faro;Faro;Montenegro;37.0302757;-7.9633071;800.0;1;8;805;80506
PT-EVS25845;Faro;Faro;Montenegro;37.0302757;-7.9633071;110.4;1;8;805;80506
PT-EVS26282;Faro;Faro;Montenegro;37.0302757;-7.9633071;20.7;4;8;805;80506
PT-EVS26414;Faro;Faro;Montenegro;37.0302757;-7.9633071;75.0;1;8;805;80506
PT-EVS27182;Faro;Faro;Montenegro;37.0302757;-7.9633071;13.8;1;8;805;80506
PT-EVS27659;Faro;Faro;Montenegro;37.0302757;-7.9633071;150.0;1;8;805;80506
PT-EVS27874;Faro;Faro;Montenegro;37.0302757;-7.9633071;10.35;3;8;805;80506
PT-EVS28001;Faro;Faro;Montenegro;37.0302757;-7.9633071;13.8;1;8;805;80506
PT-EVS28181;Faro;Faro;Montenegro;37.0302757;-7.9633071;6.9;2;8;805;80506
PT-EVS28527;Faro;Faro;Montenegro;37.0302757;-7.9633071;800.0;1;8;805;80506
PT-EVS28650;Faro;Faro;Montenegro;37.0302757;-7.9633071;75.0;1;8;805;80506
PT-EVS28936;Faro;Faro;Montenegro;37.0302757;-7.9633071;150.0;1;8;805;80506
PT-EVS29211;Faro;Faro;Montenegro;37.0302757;-7.9633071;27.6;1;8;805;80506
PT-EVS29464;Faro;Faro;Montenegro;37.0302757;-7.9633071;6.9;2;8;805;80506
PT-EVS29576;Faro;Faro;Montenegro;37.0302757;-7.9633071;400.0;1;8;805;80506
PT-EVS29610;Faro;Faro;Montenegro;37.0302757;-7.9633071;110.4;1;8;805;80506
PT-EVS30045;Faro;Faro;Montenegro;37.0302757;-7.9633071;10.35;2;8;805;80506
PT-EVS30689;Faro;Faro;Montenegro;37.0302757;-7.9633071;6.9;2;8;805;80506
PT-EVS30874;Faro;Faro;Montenegro;37.0302757;-7.9633071;800.0;1;8;805;80506
PT-EVS31058;Faro;Faro;Montenegro;37.0302757;-7.9633071;400.0;1;8;805;80506
PT-EVS31061;Faro;Faro;Montenegro;37.0302757;-7.9633071;13.8;1;8;805;80506
PT-EVS31815;Faro;Faro;Montenegro;37.0302757;-7.9633071;300.0;1;8;805;80506
PT-EVS31904;Faro;Faro;Montenegro;37.0302757;-7.9633071;110.4;1;8;805;80506
PT-EVS32188;Faro;Faro;Montenegro;37.0302757;-7.9633071;75.0;1;8;805;80506
PT-EVS32793;Faro;Faro;Montenegro;37.0302757;-7.9633071;10.35;1;8;805;80506
PT-EVS32995;Faro;Faro;Montenegro;37.0302757;-7.9633071;400.0;1;8;805;80506
PT-EVS34595;Faro;Faro;Montenegro;37.0302757;-7.9633071;20.7;1;8;805;80506
PT-EVS34660;Faro;Faro;Montenegro;37.0302757;-7.9633071;13.8;1;8;805;80506
PT-EVS34822;Faro;Faro;Montenegro;37.0302757;-7.9633071;110.4;1;8;805;80506
PT-EVS00188;Faro;Olhão;Olhão;37.0303947;-7.8399819;41.4;12;8;810;81003
PT-EVS02516;Faro;Olhão;Olhão;37.0303947;-7.8399819;200.0;1;8;810;81003
PT-EVS02555;Faro;Olhão;Olhão;37.0303947;-7.8399819;155.0;1;8;810;81003
PT-EVS04157;Faro;Olhão;Olhão;37.0303947;-7.8399819;200.0;1;8;810;81003
PT-EVS04565;Faro;Olhão;Olhão;37.0303947;-7.8399819;41.4;1;8;810;81003
PT-EVS04957;Faro;Olhão;Olhão;37.0303947;-7.8399819;200.0;1;8;810;81003
PT-EVS05384;Faro;Olhão;Olhão;37.0303947;-7.8399819;41.4;1;8;810;81003
PT-EVS05793;Faro;Olhão;Olhão;37.0303947;-7.8399819;200.0;1;8;810;81003
PT-EVS09507;Faro;Olhão;Olhão;37.0303947;-7.8399819;200.0;1;8;810;81003
PT-EVS11034;Faro;Olhão;Olhão;37.0303947;-7.8399819;200.0;1;8;810;81003
PT-EVS12743;Faro;Olhão;Olhão;37.0303947;-7.8399819;41.4;11;8;810;81003
PT-EVS14766;Faro;Olhão;Olhão;37.0303947;-7.8399819;155.0;1;8;810;81003
PT-EVS16213;Faro;Olhão;Olhão;37.0303947;-7.8399819;41.4;12;8;810;81003
PT-EVS18563;Faro;Olhão;Olhão;37.0303947;-7.8399819;155.0;1;8;810;81003
PT-EVS21187;Faro;Olhão;Olhão;37.0303947;-7.8399819;41.4;1;8;810;81003
PT-EVS21406;Faro;Olhão;Olhão;37.0303947;-7.8399819;155.0;1;8;810;81003
PT-EVS23805;Faro;Olhão;Olhão;37.0303947;-7.8399819;155.0;1;8;810;81003
PT-EVS25013;Faro;Olhão;Olhão;37.0303947;-7.8399819;41.4;12;8;810;81003
PT-EVS25320;Faro;Olhão;Olhão;37.0303947;-7.8399819;200.0;1;8;810;81003
PT-EVS26284;Faro;Olhão;Olhão;37.0303947;-7.8399819;41.4;12;8;810;81003
